Channel Index,Frame,Track ID,Steps, X (nm),Y (nm),Z (nm),Photon Count,Diffusion coeff. (um^2/s),Total Displacement,Duration (us)
1,1265,4862,19,43586.9,56036.5,0,1118.83,0.0811486,1.64919,570055
1,1266,4862,19,43666.8,55904,0,1015.05,0.0811486,1.64919,570055
1,1267,4862,19,43701.3,56039.1,0,707.794,0.0811486,1.64919,570055
1,1268,4862,19,43721.7,56120.5,0,1209.67,0.0811486,1.64919,570055
1,1269,4862,19,43666.4,56105.1,0,5282.48,0.0811486,1.64919,570055
1,1270,4862,19,43665.3,56062.1,0,633.353,0.0811486,1.64919,570055
1,1271,4862,19,43689.9,56112.4,0,518.107,0.0811486,1.64919,570055
1,1272,4862,19,43723.6,56189.2,0,795.481,0.0811486,1.64919,570055
1,1273,4862,19,43734.5,56195.4,0,923.053,0.0811486,1.64919,570055
1,1274,4862,19,43762.3,56170.9,0,812.151,0.0811486,1.64919,570055
1,1275,4862,19,43794.1,56217.3,0,827.244,0.0811486,1.64919,570055
1,1276,4862,19,43689.1,56200.2,0,990.928,0.0811486,1.64919,570055
1,1258,4867,5,43621.3,65898.6,0,812.839,0.0417677,0.295152,150014
1,1259,4867,5,43576,65861.4,0,772.715,0.0417677,0.295152,150014
1,1260,4867,5,43544,65867,0,864.485,0.0417677,0.295152,150014
1,1261,4867,5,43625.4,65864.8,0,1213.08,0.0417677,0.295152,150014
1,1262,4867,5,43597,65841.7,0,801.774,0.0417677,0.295152,150014
1,1263,4867,5,43587.6,65906.2,0,1508.01,0.0417677,0.295152,150014
1,1259,4868,14,40611.9,31075.2,0,609.107,0.133433,1.28531,420040
1,1260,4868,14,40676.4,31035.9,0,777.885,0.133433,1.28531,420040
1,1261,4868,14,40571.8,31156.5,0,615.025,0.133433,1.28531,420040
1,1262,4868,14,40511.2,31222.6,0,786.849,0.133433,1.28531,420040
1,1263,4868,14,40593.7,31086.3,0,1009.16,0.133433,1.28531,420040
1,1264,4868,14,40576,31117.5,0,843.779,0.133433,1.28531,420040
1,1265,4868,14,40474.4,31179,0,1082.11,0.133433,1.28531,420040
1,1266,4868,14,40621.2,31111.1,0,699.837,0.133433,1.28531,420040
1,1267,4868,14,40661.7,31049.3,0,1067.59,0.133433,1.28531,420040
1,1268,4868,14,40705.2,31087.9,0,1139.56,0.133433,1.28531,420040
1,1269,4868,14,40703,31059.4,0,2013.43,0.133433,1.28531,420040
1,1270,4868,14,40749.8,31033.1,0,1082.55,0.133433,1.28531,420040
1,1271,4868,14,40612.8,31040.1,0,872.435,0.133433,1.28531,420040
1,1272,4868,14,40652.6,31046.6,0,713.738,0.133433,1.28531,420040
1,1273,4868,14,40745.2,31005.6,0,1142.42,0.133433,1.28531,420040
1,1262,4876,12,29235.4,54783.4,0,1098.96,0.0205255,0.56861,360035
1,1263,4876,12,29257.3,54743.5,0,1050.67,0.0205255,0.56861,360035
1,1264,4876,12,29235,54755.1,0,1090.73,0.0205255,0.56861,360035
1,1265,4876,12,29230.3,54783.2,0,582.461,0.0205255,0.56861,360035
1,1266,4876,12,29238.1,54736.7,0,917.27,0.0205255,0.56861,360035
1,1267,4876,12,29298.4,54713.8,0,747.703,0.0205255,0.56861,360035
1,1268,4876,12,29275.4,54726.4,0,728.603,0.0205255,0.56861,360035
1,1269,4876,12,29246.6,54761.7,0,835.947,0.0205255,0.56861,360035
1,1270,4876,12,29274.5,54715.4,0,621.298,0.0205255,0.56861,360035
1,1271,4876,12,29266.8,54726.5,0,726.317,0.0205255,0.56861,360035
1,1272,4876,12,29304.3,54746.2,0,830.802,0.0205255,0.56861,360035
1,1273,4876,12,29274,54728.8,0,902.124,0.0205255,0.56861,360035
1,1274,4876,12,29294,54751.9,0,556.12,0.0205255,0.56861,360035
1,1263,4878,5,39432.6,32830.5,0,1148.29,0.156552,1.6158,150014
1,1264,4878,5,39430.8,32817.3,0,1318.92,0.156552,1.6158,150014
1,1265,4878,5,39376.8,32938.7,0,704.993,0.156552,1.6158,150014
1,1266,4878,5,39334.3,33073.4,0,959.064,0.156552,1.6158,150014
1,1267,4878,5,39342.7,32932.4,0,829.046,0.156552,1.6158,150014
1,1268,4878,5,39352.3,33001.7,0,1226.61,0.156552,1.6158,150014
1,1263,4879,13,36209.6,62852.3,0,887.406,0.0793342,1.13609,390038
1,1264,4879,13,36213.7,62875.8,0,898.921,0.0793342,1.13609,390038
1,1265,4879,13,36175.7,62904.1,0,1078.36,0.0793342,1.13609,390038
1,1266,4879,13,36171.9,62784,0,977.661,0.0793342,1.13609,390038
1,1267,4879,13,36171.3,62853.4,0,1071.81,0.0793342,1.13609,390038
1,1268,4879,13,36119.7,62800.3,0,869.046,0.0793342,1.13609,390038
1,1269,4879,13,36147.7,62853.2,0,962.887,0.0793342,1.13609,390038
1,1270,4879,13,36098.3,62827.4,0,939.664,0.0793342,1.13609,390038
1,1271,4879,13,36155.6,62812.2,0,1120.17,0.0793342,1.13609,390038
1,1272,4879,13,36152.9,62906.4,0,835.701,0.0793342,1.13609,390038
1,1273,4879,13,36214.8,62921.7,0,857.45,0.0793342,1.13609,390038
1,1274,4879,13,36142.6,62902.6,0,976.821,0.0793342,1.13609,390038
1,1275,4879,13,36129.2,62751,0,1054.74,0.0793342,1.13609,390038
1,1276,4879,13,36177.2,62723.4,0,921.023,0.0793342,1.13609,390038
1,1267,4890,3,37432,7778.38,0,1319.64,0.275223,0.151769,90008.7
1,1268,4890,3,37343.3,7730.29,0,3101.32,0.275223,0.151769,90008.7
1,1269,4890,3,37269,7843.95,0,1088.79,0.275223,0.151769,90008.7
1,1270,4890,3,37448.8,7772.49,0,2224.41,0.275223,0.151769,90008.7
1,1267,4891,3,44123.1,32174.3,0,730.565,0.253416,0.44284,90008.7
1,1268,4891,3,44009.9,32059.2,0,1236.64,0.253416,0.44284,90008.7
1,1269,4891,3,44008.9,32122.5,0,1060.43,0.253416,0.44284,90008.7
1,1270,4891,3,44161,32209.6,0,1535.52,0.253416,0.44284,90008.7
1,1286,4937,4,33286.5,39405.5,0,744.49,0.0570129,0.599113,120012
1,1287,4937,4,33371.8,39395.9,0,1033.35,0.0570129,0.599113,120012
1,1288,4937,4,33353.5,39377,0,616.076,0.0570129,0.599113,120012
1,1289,4937,4,33343.8,39351.3,0,2086.26,0.0570129,0.599113,120012
1,1290,4937,4,33341.9,39448.4,0,236.816,0.0570129,0.599113,120012
1,1286,4938,8,39375.3,58026.9,0,1644.87,0.170244,0.662543,240023
1,1287,4938,8,39264.7,58109.4,0,1325.67,0.170244,0.662543,240023
1,1288,4938,8,39375.2,58123.8,0,638.653,0.170244,0.662543,240023
1,1289,4938,8,39311.3,57987.3,0,817.842,0.170244,0.662543,240023
1,1290,4938,8,39215.2,58081.8,0,1699.45,0.170244,0.662543,240023
1,1291,4938,8,39264.7,57971.5,0,871.989,0.170244,0.662543,240023
1,1292,4938,8,39332,58034.2,0,1445.47,0.170244,0.662543,240023
1,1293,4938,8,39254.3,58071.3,0,968.471,0.170244,0.662543,240023
1,1294,4938,8,39300.2,58007.7,0,790.55,0.170244,0.662543,240023
1,1286,4939,5,34612.1,66836.9,0,2324.38,0.0140539,0.631414,150014
1,1287,4939,5,34590.5,66787.1,0,1527.75,0.0140539,0.631414,150014
1,1288,4939,5,34603.8,66807.8,0,1542.26,0.0140539,0.631414,150014
1,1289,4939,5,34610.2,66798.2,0,1499.34,0.0140539,0.631414,150014
1,1290,4939,5,34613.7,66803.1,0,1476.63,0.0140539,0.631414,150014
1,1291,4939,5,34640.9,66768.9,0,865.786,0.0140539,0.631414,150014
1,1287,4940,3,38866.3,6293.75,0,2991.17,0.367489,3.56481,90008.7
1,1288,4940,3,38866.5,6192.83,0,2066.8,0.367489,3.56481,90008.7
1,1289,4940,3,38778.7,6114.39,0,1812.14,0.367489,3.56481,90008.7
1,1290,4940,3,38537.5,6037.2,0,2552.2,0.367489,3.56481,90008.7
1,1291,4948,12,37962.1,6073.8,0,1571.74,0.262344,5.53185,360035
1,1292,4948,12,38081.1,6302.79,0,1541.94,0.262344,5.53185,360035
1,1293,4948,12,38020.6,6518.47,0,1182.14,0.262344,5.53185,360035
1,1294,4948,12,38052.9,6582.16,0,1180.29,0.262344,5.53185,360035
1,1295,4948,12,38079.1,6606.22,0,1304.63,0.262344,5.53185,360035
1,1296,4948,12,38005.5,6557.31,0,1234.51,0.262344,5.53185,360035
1,1297,4948,12,38002.6,6570.72,0,1105.05,0.262344,5.53185,360035
1,1298,4948,12,38177.2,6514.41,0,874.707,0.262344,5.53185,360035
1,1299,4948,12,38247.3,6534.72,0,1364.34,0.262344,5.53185,360035
1,1300,4948,12,38167.3,6584.69,0,3475.96,0.262344,5.53185,360035
1,1301,4948,12,38216.9,6445.65,0,2481.83,0.262344,5.53185,360035
1,1302,4948,12,38231.2,6587.83,0,1907.31,0.262344,5.53185,360035
1,1303,4948,12,38401.7,6548.77,0,1680.89,0.262344,5.53185,360035
1,1291,4949,4,38146.5,8159.84,0,989.635,0.063078,0.505635,120012
1,1292,4949,4,38119,8129.62,0,1319.93,0.063078,0.505635,120012
1,1293,4949,4,38033.1,8131.12,0,2606.25,0.063078,0.505635,120012
1,1294,4949,4,38103.2,8170.11,0,966.223,0.063078,0.505635,120012
1,1295,4949,4,38124.4,8104.96,0,1014.63,0.063078,0.505635,120012
1,1291,4950,7,40433.2,30012.5,0,948.406,0.13468,1.28652,210020
1,1292,4950,7,40467,30114.9,0,1774.11,0.13468,1.28652,210020
1,1293,4950,7,40508.3,30136.1,0,1514.69,0.13468,1.28652,210020
1,1294,4950,7,40382.5,30064.9,0,1222.9,0.13468,1.28652,210020
1,1295,4950,7,40317.9,30005.8,0,955.008,0.13468,1.28652,210020
1,1296,4950,7,40303.5,30013.7,0,930.647,0.13468,1.28652,210020
1,1297,4950,7,40424.8,30059.3,0,1346.33,0.13468,1.28652,210020
1,1298,4950,7,40532.5,30125.6,0,1135.1,0.13468,1.28652,210020
1,1300,4966,4,49022.9,53670.1,0,1487.19,0.105714,1.51531,120012
1,1301,4966,4,49026.2,53643.6,0,1277.79,0.105714,1.51531,120012
1,1302,4966,4,49051.1,53640.4,0,1142.28,0.105714,1.51531,120012
1,1303,4966,4,49025.4,53656.6,0,1136.97,0.105714,1.51531,120012
1,1304,4966,4,49197.7,53700.1,0,1971.79,0.105714,1.51531,120012
1,1308,4981,12,41178.3,48377.6,0,1288.32,0.0444767,0.0669733,360035
1,1309,4981,12,41164.1,48370.6,0,824.408,0.0444767,0.0669733,360035
1,1310,4981,12,41155.8,48336.5,0,963.768,0.0444767,0.0669733,360035
1,1311,4981,12,41194.8,48351.7,0,950.477,0.0444767,0.0669733,360035
1,1312,4981,12,41248.8,48396.8,0,707.353,0.0444767,0.0669733,360035
1,1313,4981,12,41236.6,48360.8,0,1125.9,0.0444767,0.0669733,360035
1,1314,4981,12,41208.9,48373.5,0,941.246,0.0444767,0.0669733,360035
1,1315,4981,12,41234.1,48454.1,0,731.375,0.0444767,0.0669733,360035
1,1316,4981,12,41227.5,48363.8,0,1626.17,0.0444767,0.0669733,360035
1,1317,4981,12,41171,48383.9,0,1431.03,0.0444767,0.0669733,360035
1,1318,4981,12,41229.1,48372.3,0,1041.37,0.0444767,0.0669733,360035
1,1319,4981,12,41140.9,48379.5,0,734.92,0.0444767,0.0669733,360035
1,1320,4981,12,41184.1,48382.9,0,1258.95,0.0444767,0.0669733,360035
1,1320,5001,3,29299.5,36578.6,0,1071.95,0.0173772,0.25976,90008.7
1,1321,5001,3,29276.4,36561.8,0,989.692,0.0173772,0.25976,90008.7
1,1322,5001,3,29303.2,36521.4,0,1097.66,0.0173772,0.25976,90008.7
1,1323,5001,3,29289.4,36549.9,0,1023.18,0.0173772,0.25976,90008.7
1,1326,5020,9,41193.1,48330,0,5310.97,0.0574174,0.404301,270026
1,1327,5020,9,41225.9,48385.8,0,1194.63,0.0574174,0.404301,270026
1,1328,5020,9,41253.5,48358.3,0,2039.54,0.0574174,0.404301,270026
1,1329,5020,9,41225.7,48331.7,0,4192.49,0.0574174,0.404301,270026
1,1330,5020,9,41154.8,48405.2,0,927.558,0.0574174,0.404301,270026
1,1331,5020,9,41199.2,48362.6,0,578.705,0.0574174,0.404301,270026
1,1332,5020,9,41196.5,48373,0,1475.97,0.0574174,0.404301,270026
1,1333,5020,9,41210.8,48359.3,0,1132.25,0.0574174,0.404301,270026
1,1334,5020,9,41287.2,48368.2,0,633.435,0.0574174,0.404301,270026
1,1335,5020,9,41171,48371.8,0,5054.17,0.0574174,0.404301,270026
1,1332,5034,3,22338.9,50635.9,0,770.445,0.0341949,0.445636,90008.7
1,1333,5034,3,22323.9,50671.6,0,1486.14,0.0341949,0.445636,90008.7
1,1334,5034,3,22338.6,50602.2,0,1343.87,0.0341949,0.445636,90008.7
1,1335,5034,3,22297.7,50604.1,0,1222.98,0.0341949,0.445636,90008.7
1,1334,5039,71,32059.7,57614,0,1222.19,0.0198038,0.305682,2.13E+06
1,1335,5039,71,32053.8,57601,0,1262.23,0.0198038,0.305682,2.13E+06
1,1336,5039,71,32102.9,57613.8,0,932.54,0.0198038,0.305682,2.13E+06
1,1337,5039,71,32083,57603.9,0,1366.26,0.0198038,0.305682,2.13E+06
1,1338,5039,71,32068.7,57630.5,0,1501.21,0.0198038,0.305682,2.13E+06
1,1339,5039,71,32072.8,57613.5,0,1078.18,0.0198038,0.305682,2.13E+06
1,1340,5039,71,32077.1,57585.2,0,1186.24,0.0198038,0.305682,2.13E+06
1,1341,5039,71,32081.3,57612.5,0,931.366,0.0198038,0.305682,2.13E+06
1,1342,5039,71,32065,57560.1,0,1457.3,0.0198038,0.305682,2.13E+06
1,1343,5039,71,32071.9,57616.6,0,875.448,0.0198038,0.305682,2.13E+06
1,1344,5039,71,32072.9,57601.5,0,773.738,0.0198038,0.305682,2.13E+06
1,1345,5039,71,32043.9,57598.3,0,1161.45,0.0198038,0.305682,2.13E+06
1,1346,5039,71,32035,57645.8,0,981.509,0.0198038,0.305682,2.13E+06
1,1347,5039,71,32091.7,57584.4,0,1386.55,0.0198038,0.305682,2.13E+06
1,1348,5039,71,32047.3,57592.3,0,1160.56,0.0198038,0.305682,2.13E+06
1,1349,5039,71,32036.5,57600.7,0,752.282,0.0198038,0.305682,2.13E+06
1,1350,5039,71,32042.9,57629.1,0,1249.27,0.0198038,0.305682,2.13E+06
1,1351,5039,71,32059.2,57604,0,1001.62,0.0198038,0.305682,2.13E+06
1,1352,5039,71,32083,57589.5,0,1644.28,0.0198038,0.305682,2.13E+06
1,1353,5039,71,32071.6,57587,0,883.362,0.0198038,0.305682,2.13E+06
1,1354,5039,71,32118.6,57598.9,0,1702.38,0.0198038,0.305682,2.13E+06
1,1355,5039,71,32080.8,57592.1,0,960.683,0.0198038,0.305682,2.13E+06
1,1356,5039,71,32090.4,57596.3,0,1272.35,0.0198038,0.305682,2.13E+06
1,1357,5039,71,32157.4,57611.4,0,881.066,0.0198038,0.305682,2.13E+06
1,1358,5039,71,32094.2,57569.2,0,1238.53,0.0198038,0.305682,2.13E+06
1,1359,5039,71,32041.5,57614.7,0,1637.08,0.0198038,0.305682,2.13E+06
1,1360,5039,71,32071.1,57618.4,0,1181.27,0.0198038,0.305682,2.13E+06
1,1361,5039,71,32082.5,57587.9,0,1079.35,0.0198038,0.305682,2.13E+06
1,1362,5039,71,32071.2,57627,0,919.852,0.0198038,0.305682,2.13E+06
1,1363,5039,71,32076.4,57590,0,1683.12,0.0198038,0.305682,2.13E+06
1,1364,5039,71,32101.2,57616.5,0,1088.46,0.0198038,0.305682,2.13E+06
1,1365,5039,71,32056.3,57636.9,0,655.246,0.0198038,0.305682,2.13E+06
1,1366,5039,71,32078.4,57649.6,0,1414.36,0.0198038,0.305682,2.13E+06
1,1367,5039,71,32087.1,57613.3,0,1227.24,0.0198038,0.305682,2.13E+06
1,1368,5039,71,32090.8,57596.1,0,1311.51,0.0198038,0.305682,2.13E+06
1,1369,5039,71,32073.1,57601,0,1768.6,0.0198038,0.305682,2.13E+06
1,1370,5039,71,32105.7,57587.8,0,1864.99,0.0198038,0.305682,2.13E+06
1,1371,5039,71,32078.9,57621.4,0,1305.8,0.0198038,0.305682,2.13E+06
1,1372,5039,71,32036.1,57610.1,0,1473.98,0.0198038,0.305682,2.13E+06
1,1373,5039,71,32073.6,57619.5,0,957.632,0.0198038,0.305682,2.13E+06
1,1374,5039,71,32081.7,57607.4,0,1124.78,0.0198038,0.305682,2.13E+06
1,1375,5039,71,32065,57623.8,0,808.849,0.0198038,0.305682,2.13E+06
1,1376,5039,71,32102.2,57628.9,0,1482.69,0.0198038,0.305682,2.13E+06
1,1377,5039,71,32042.9,57627.5,0,771.178,0.0198038,0.305682,2.13E+06
1,1378,5039,71,32073.7,57578.5,0,1000.86,0.0198038,0.305682,2.13E+06
1,1379,5039,71,32065.7,57624,0,760.575,0.0198038,0.305682,2.13E+06
1,1380,5039,71,32060.6,57644.2,0,1159.81,0.0198038,0.305682,2.13E+06
1,1381,5039,71,32069.3,57597.1,0,932.505,0.0198038,0.305682,2.13E+06
1,1382,5039,71,32100.7,57625.5,0,1236.47,0.0198038,0.305682,2.13E+06
1,1383,5039,71,32069.6,57609.6,0,1564.26,0.0198038,0.305682,2.13E+06
1,1384,5039,71,32098.3,57618.1,0,798.31,0.0198038,0.305682,2.13E+06
1,1385,5039,71,32083.1,57620.9,0,782.734,0.0198038,0.305682,2.13E+06
1,1386,5039,71,32116.8,57617.5,0,1071.12,0.0198038,0.305682,2.13E+06
1,1387,5039,71,32083.2,57636.2,0,954.579,0.0198038,0.305682,2.13E+06
1,1388,5039,71,32106.2,57640.5,0,1154.9,0.0198038,0.305682,2.13E+06
1,1389,5039,71,32105.9,57630.7,0,1352.55,0.0198038,0.305682,2.13E+06
1,1390,5039,71,32056.3,57641.8,0,2044.76,0.0198038,0.305682,2.13E+06
1,1391,5039,71,32070.7,57600.1,0,750.443,0.0198038,0.305682,2.13E+06
1,1392,5039,71,32064,57642.4,0,1236.29,0.0198038,0.305682,2.13E+06
1,1393,5039,71,32073.5,57624.6,0,1901.48,0.0198038,0.305682,2.13E+06
1,1394,5039,71,32094.5,57612,0,1274.13,0.0198038,0.305682,2.13E+06
1,1395,5039,71,32141.3,57605,0,1021.24,0.0198038,0.305682,2.13E+06
1,1396,5039,71,32052.8,57620.1,0,1596.88,0.0198038,0.305682,2.13E+06
1,1397,5039,71,32068.1,57624.2,0,1308.47,0.0198038,0.305682,2.13E+06
1,1398,5039,71,32096.9,57633.7,0,1436.88,0.0198038,0.305682,2.13E+06
1,1399,5039,71,32084,57611.9,0,973.299,0.0198038,0.305682,2.13E+06
1,1400,5039,71,32110.3,57622.8,0,1102.1,0.0198038,0.305682,2.13E+06
1,1401,5039,71,32079.8,57613.6,0,1164.26,0.0198038,0.305682,2.13E+06
1,1402,5039,71,32082.6,57634.8,0,987.953,0.0198038,0.305682,2.13E+06
1,1403,5039,71,32102.5,57645.5,0,1162.33,0.0198038,0.305682,2.13E+06
1,1404,5039,71,32112.6,57660.1,0,802.403,0.0198038,0.305682,2.13E+06
1,1405,5039,71,32093.5,57602.4,0,1249.81,0.0198038,0.305682,2.13E+06
1,1337,5045,32,49437.5,30173.5,0,1313.63,0.0315623,2.6822,960092
1,1338,5045,32,49447.1,30126.9,0,1408.96,0.0315623,2.6822,960092
1,1339,5045,32,49454.5,30077.8,0,1653.3,0.0315623,2.6822,960092
1,1340,5045,32,49445.5,30015.6,0,971.273,0.0315623,2.6822,960092
1,1341,5045,32,49424.6,30092.4,0,1127.88,0.0315623,2.6822,960092
1,1342,5045,32,49461.1,30080.8,0,1472.4,0.0315623,2.6822,960092
1,1343,5045,32,49441.8,30002.7,0,951.444,0.0315623,2.6822,960092
1,1344,5045,32,49455.5,29990.8,0,1097.64,0.0315623,2.6822,960092
1,1345,5045,32,49421.8,29985.7,0,818.397,0.0315623,2.6822,960092
1,1346,5045,32,49450.1,29957.8,0,1080.29,0.0315623,2.6822,960092
1,1347,5045,32,49412.2,29956.2,0,1041.48,0.0315623,2.6822,960092
1,1348,5045,32,49473.9,29930.5,0,1351.9,0.0315623,2.6822,960092
1,1349,5045,32,49418,29883.9,0,1228.19,0.0315623,2.6822,960092
1,1350,5045,32,49433.5,29895.1,0,1094.63,0.0315623,2.6822,960092
1,1351,5045,32,49428.9,29849.4,0,1185.84,0.0315623,2.6822,960092
1,1352,5045,32,49454.4,29848.1,0,1156.96,0.0315623,2.6822,960092
1,1353,5045,32,49449.4,29812,0,1243.12,0.0315623,2.6822,960092
1,1354,5045,32,49483.5,29882.5,0,1196.95,0.0315623,2.6822,960092
1,1355,5045,32,49504.6,29893,0,1335.58,0.0315623,2.6822,960092
1,1356,5045,32,49508.7,29923,0,1981.21,0.0315623,2.6822,960092
1,1357,5045,32,49472.4,29912.4,0,1232.47,0.0315623,2.6822,960092
1,1358,5045,32,49464.5,29919.2,0,1240.4,0.0315623,2.6822,960092
1,1359,5045,32,49449,29905.2,0,1134.22,0.0315623,2.6822,960092
1,1360,5045,32,49483,29879.5,0,1409.43,0.0315623,2.6822,960092
1,1361,5045,32,49488,29848.3,0,1357.33,0.0315623,2.6822,960092
1,1362,5045,32,49471.8,29861.2,0,1184.4,0.0315623,2.6822,960092
1,1363,5045,32,49512.7,29863.4,0,1238.28,0.0315623,2.6822,960092
1,1364,5045,32,49468.7,29785.3,0,920.114,0.0315623,2.6822,960092
1,1365,5045,32,49499,29836.9,0,1417.59,0.0315623,2.6822,960092
1,1366,5045,32,49490.8,29833.5,0,1090.81,0.0315623,2.6822,960092
1,1367,5045,32,49510.4,29805.9,0,1143.54,0.0315623,2.6822,960092
1,1368,5045,32,49539.2,29774.3,0,1089.82,0.0315623,2.6822,960092
1,1369,5045,32,49499.7,29865.9,0,1551.39,0.0315623,2.6822,960092
1,1337,5046,3,40691.4,31162.1,0,6049.79,0.362054,3.51317,90008.7
1,1338,5046,3,40503,31220.2,0,6358.09,0.362054,3.51317,90008.7
1,1339,5046,3,40368,31390.1,0,748.78,0.362054,3.51317,90008.7
1,1340,5046,3,40340.4,31376,0,691.677,0.362054,3.51317,90008.7
1,1337,5047,7,41219.2,48335.4,0,1271.98,0.0418652,0.466971,210020
1,1338,5047,7,41212.9,48365.7,0,763.252,0.0418652,0.466971,210020
1,1339,5047,7,41194.6,48414.7,0,1136.54,0.0418652,0.466971,210020
1,1340,5047,7,41203.2,48406.5,0,607.926,0.0418652,0.466971,210020
1,1341,5047,7,41256.1,48372.3,0,1434.64,0.0418652,0.466971,210020
1,1342,5047,7,41196.6,48399.2,0,1105.69,0.0418652,0.466971,210020
1,1343,5047,7,41227.6,48317.8,0,1560.73,0.0418652,0.466971,210020
1,1344,5047,7,41262.6,48368.6,0,1355.14,0.0418652,0.466971,210020
1,1337,5048,4,30215.6,57945.3,0,953.559,0.470259,1.79987,120012
1,1338,5048,4,30285.4,58104.2,0,911.26,0.470259,1.79987,120012
1,1339,5048,4,30163.7,57995.2,0,2245.4,0.470259,1.79987,120012
1,1340,5048,4,30379.1,58189.2,0,1041.02,0.470259,1.79987,120012
1,1341,5048,4,30366.5,58092.2,0,1767.37,0.470259,1.79987,120012
1,1340,5053,3,26869.5,38268.4,0,1161.57,0.0228521,0.417695,90008.7
1,1341,5053,3,26857,38273,0,2071.22,0.0228521,0.417695,90008.7
1,1342,5053,3,26920.6,38251.1,0,2139.44,0.0228521,0.417695,90008.7
1,1343,5053,3,26917.2,38278.9,0,2076.48,0.0228521,0.417695,90008.7
1,1344,5063,6,31876.7,65034.9,0,1322.82,0.0166024,0.63391,180017
1,1345,5063,6,31864.7,65080.8,0,1287.81,0.0166024,0.63391,180017
1,1346,5063,6,31881.1,65077.4,0,846.14,0.0166024,0.63391,180017
1,1347,5063,6,31877.8,65100.8,0,1139.14,0.0166024,0.63391,180017
1,1348,5063,6,31872.4,65113.5,0,1154.5,0.0166024,0.63391,180017
1,1349,5063,6,31890.9,65153.3,0,1220.68,0.0166024,0.63391,180017
1,1350,5063,6,31864.2,65108,0,1100.39,0.0166024,0.63391,180017
1,1344,5064,6,44157,66005.6,0,944.876,0.0134739,0.476113,180017
1,1345,5064,6,44161.8,66006.9,0,1362.93,0.0134739,0.476113,180017
1,1346,5064,6,44154.3,65970.8,0,833.746,0.0134739,0.476113,180017
1,1347,5064,6,44156.8,65953.9,0,1162.58,0.0134739,0.476113,180017
1,1348,5064,6,44154.2,65995.7,0,1058.45,0.0134739,0.476113,180017
1,1349,5064,6,44180.1,66001.7,0,715.685,0.0134739,0.476113,180017
1,1350,5064,6,44177.1,65953.6,0,652.408,0.0134739,0.476113,180017
1,1346,5069,4,46640.3,42210,0,789.484,0.0878597,0.222189,120012
1,1347,5069,4,46588.8,42148.1,0,1544.28,0.0878597,0.222189,120012
1,1348,5069,4,46592.8,42157.9,0,1266.26,0.0878597,0.222189,120012
1,1349,5069,4,46550.1,42141.3,0,1402.37,0.0878597,0.222189,120012
1,1350,5069,4,46660.7,42226.1,0,876.47,0.0878597,0.222189,120012
1,1346,5071,3,41232.5,48397.5,0,819.946,0.0435825,0.435247,90008.7
1,1347,5071,3,41240.2,48427,0,940.4,0.0435825,0.435247,90008.7
1,1348,5071,3,41197.8,48403.7,0,1366.95,0.0435825,0.435247,90008.7
1,1349,5071,3,41276.3,48371.5,0,1049.7,0.0435825,0.435247,90008.7
1,1349,5078,11,40230.9,38536.9,0,3502.37,0.0275823,0.361025,330032
1,1350,5078,11,40250.2,38503.4,0,3111.48,0.0275823,0.361025,330032
1,1351,5078,11,40249,38544.9,0,1766.95,0.0275823,0.361025,330032
1,1352,5078,11,40261,38493,0,2177.41,0.0275823,0.361025,330032
1,1353,5078,11,40265.6,38479.7,0,8652.37,0.0275823,0.361025,330032
1,1354,5078,11,40264.8,38509.9,0,4703.95,0.0275823,0.361025,330032
1,1355,5078,11,40240.1,38490.1,0,2786.32,0.0275823,0.361025,330032
1,1356,5078,11,40273.5,38513.2,0,3361.67,0.0275823,0.361025,330032
1,1357,5078,11,40228.6,38511.7,0,3452.91,0.0275823,0.361025,330032
1,1358,5078,11,40266.1,38546.1,0,1624.99,0.0275823,0.361025,330032
1,1359,5078,11,40181.5,38503.9,0,1589.69,0.0275823,0.361025,330032
1,1360,5078,11,40211.5,38499.4,0,10936.5,0.0275823,0.361025,330032
1,1352,5083,4,46746.4,42201.5,0,2967.17,0.14529,1.35438,120012
1,1353,5083,4,46587.8,42104.1,0,4201.57,0.14529,1.35438,120012
1,1354,5083,4,46628.3,42197.5,0,606.529,0.14529,1.35438,120012
1,1355,5083,4,46593.8,42184,0,1632.09,0.14529,1.35438,120012
1,1356,5083,4,46588.1,42193,0,1943.07,0.14529,1.35438,120012
1,1352,5086,3,44159.1,65972,0,668.914,0.0367403,0.174664,90008.7
1,1353,5086,3,44188.7,65972.7,0,758.243,0.0367403,0.174664,90008.7
1,1354,5086,3,44118.1,66011,0,864.86,0.0367403,0.174664,90008.7
1,1355,5086,3,44140,65979,0,791.738,0.0367403,0.174664,90008.7
1,1352,5087,4,38771.6,67770.6,0,1941.14,0.124309,0.515588,120012
1,1353,5087,4,38784.3,67787.7,0,1265.39,0.124309,0.515588,120012
1,1354,5087,4,38710.2,67757.5,0,6479.93,0.124309,0.515588,120012
1,1355,5087,4,38853.1,67847.6,0,404.457,0.124309,0.515588,120012
1,1356,5087,4,38830,67785.8,0,623.672,0.124309,0.515588,120012
1,1357,5097,10,26472.1,58324.8,0,1437.48,0.0170802,0.195336,300029
1,1358,5097,10,26465.4,58320.3,0,961.708,0.0170802,0.195336,300029
1,1359,5097,10,26441.1,58351.4,0,1009.83,0.0170802,0.195336,300029
1,1360,5097,10,26469.1,58316.5,0,820.356,0.0170802,0.195336,300029
